	W	Reject null hypothesis
COA-PWY	13	False
PWY-5676	13	False
PWY-7197	13	False
PWY-6612	13	False
OANTIGEN-PWY	13	False
TCA-GLYOX-BYPASS	13	False
ARG+POLYAMINE-SYN	12	False
PWY-6948	12	False
NAGLIPASYN-PWY	12	False
LEU-DEG2-PWY	12	False
ARGORNPROST-PWY	12	False
TRNA-CHARGING-PWY	12	False
PWY-5180	11	False
PWY-5182	11	False
HEXITOLDEGSUPER-PWY	11	False
PWY-5659	11	False
HEMESYN2-PWY	11	False
P461-PWY	11	False
PWY-6690	10	False
P108-PWY	10	False
HCAMHPDEG-PWY	10	False
PWY0-1277	10	False
PWY-6397	10	False
PWY-6404	10	False
PYRIDNUCSAL-PWY	10	False
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	10	False
PPGPPMET-PWY	10	False
POLYISOPRENSYN-PWY	10	False
PWY-6317	10	False
P221-PWY	10	False
GLYCOLYSIS-TCA-GLYOX-BYPASS	10	False
PWY-7323	9	False
PWY0-1261	9	False
PWY-6269	9	False
PWY-7254	9	False
PWY-6876	9	False
PWY-5384	9	False
PWY-1622	9	False
HOMOSER-METSYN-PWY	9	False
DTDPRHAMSYN-PWY	9	False
POLYAMSYN-PWY	9	False
PWY-5897	8	False
PWY-5840	8	False
PWY-7094	8	False
PWY-7664	8	False
PWY-7242	8	False
PWY-6467	8	False
PWY-5861	8	False
PWY-5899	8	False
PWY-5837	8	False
PWY-5898	8	False
PWY-5863	8	False
PWY-5838	8	False
PWY-5989	8	False
PRPP-PWY	8	False
PWY-5509	8	False
PWY0-862	8	False
PWY-7371	8	False
PWY-7328	8	False
PWY-5420	8	False
PWY-5430	8	False
PWYG-321	8	False
FASYN-INITIAL-PWY	8	False
COBALSYN-PWY	8	False
HSERMETANA-PWY	8	False
PWY-6282	8	False
PWY-6897	8	False
PWY-6901	8	False
GLUCOSE1PMETAB-PWY	8	False
PWY-181	8	False
PWY-1269	8	False
PWY-6263	7	False
PWY-7237	7	False
PWY-7376	7	False
PWY-7255	7	False
PWY-5505	7	False
PWY-5971	7	False
P124-PWY	7	False
PWY-1501	7	False
PWY-7187	7	False
PWY-4984	7	False
P23-PWY	7	False
PWY-6895	7	False
PYRIDNUCSYN-PWY	7	False
PWY-5181	7	False
PWY490-3	7	False
PWY1G-0	7	False
P42-PWY	7	False
GLUCARDEG-PWY	7	False
GLUCUROCAT-PWY	7	False
P122-PWY	7	False
PWY-6703	7	False
PWY0-1415	7	False
PWY-5654	7	False
PWY0-1298	7	False
PWY-6588	7	False
GALACTUROCAT-PWY	7	False
PWY0-1061	7	False
FAO-PWY	7	False
PWY-5920	7	False
POLYAMINSYN3-PWY	7	False
PWY-6396	6	False
GALACT-GLUCUROCAT-PWY	6	False
PWY-6505	6	False
PWY0-1241	6	False
PWY-7007	6	False
PWY-5741	6	False
PWY-5419	6	False
P381-PWY	6	False
PWY-5304	6	False
PWY-6107	6	False
DENOVOPURINE2-PWY	6	False
P281-PWY	6	False
P161-PWY	6	False
PWY-5028	6	False
PWY0-1479	6	False
PWY-5178	6	False
BIOTIN-BIOSYNTHESIS-PWY	6	False
PWY0-41	5	False
RUMP-PWY	5	False
GLUCARGALACTSUPER-PWY	5	False
PWY-3941	5	False
PWY-2941	5	False
PWY-1861	5	False
P621-PWY	5	False
P562-PWY	5	False
CODH-PWY	5	False
PWY-6383	5	False
PWY-6210	5	False
P101-PWY	5	False
PWY-7332	5	False
METHYLGALLATE-DEGRADATION-PWY	5	False
PWY-5941	5	False
GALACTARDEG-PWY	5	False
PWY-6630	5	False
PWY-6562	5	False
PWY-6519	5	False
GALLATE-DEGRADATION-I-PWY	5	False
PWY-5655	5	False
PWY-5647	5	False
PWY-6628	5	False
PWY-6641	5	False
PWY-922	4	False
CENTFERM-PWY	4	False
GLCMANNANAUT-PWY	4	False
PWY-7616	4	False
PWY-7527	4	False
VALDEG-PWY	4	False
PWY-7374	4	False
PWY-7373	4	False
P441-PWY	4	False
PWY-5862	4	False
PWY-5850	4	False
PWY-6507	4	False
PWY-5705	4	False
PWY-5860	4	False
PWY-6590	4	False
PWY-5656	4	False
PWY-6167	4	False
PWY-6471	4	False
PWY-6654	4	False
PWY-6470	4	False
PWY-6350	4	False
PWY-6349	4	False
PWY-5198	4	False
PWY-6891	4	False
P125-PWY	4	False
PWY-5896	4	False
PWY-5910	4	False
PWY-4361	4	False
P261-PWY	4	False
PWY-621	4	False
PWY-2221	4	False
NAD-BIOSYNTHESIS-II	4	False
PWY-5845	4	False
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	3	False
ENTBACSYN-PWY	3	False
PWY-5651	3	False
DENITRIFICATION-PWY	3	False
PWY-5531	3	False
PWY-5431	3	False
PWY-5417	3	False
PWY-5392	3	False
CATECHOL-ORTHO-CLEAVAGE-PWY	3	False
PWY-5104	3	False
AST-PWY	3	False
PWY-5005	3	False
ALL-CHORISMATE-PWY	3	False
TYRFUMCAT-PWY	3	False
KETOGLUCONMET-PWY	3	False
NADSYN-PWY	3	False
PWY-6731	3	False
PWY-6185	3	False
PWY-7090	3	False
PWY-7347	3	False
PWY-7159	3	False
PWY-6749	3	False
PWY-6182	3	False
PWY-6728	3	False
PWY-6478	3	False
PWY-7315	3	False
P241-PWY	2	False
P184-PWY	2	False
P163-PWY	2	False
PWY5F9-12	2	False
PWY0-1338	2	False
PWY-6992	2	False
METH-ACETATE-PWY	2	False
PWY-6944	1	False
PWY-6572	1	False
PWY-7198	1	False
SUCSYN-PWY	1	False
PWY-7377	1	False
PWY-3661	1	False
PWY-7210	1	False
CENTBENZCOA-PWY	1	False
PWY-7402	1	False
PWY-1882	1	False
FUCCAT-PWY	1	False
P164-PWY	1	False
PWY-7644	1	False
AEROBACTINSYN-PWY	1	False
PWY-7098	0	False
PWY-7385	0	False
PWY-5088	0	False
PWY-7391	0	False
PYRIDOXSYN-PWY	0	False
PWY-7013	0	False
PWY-3801	0	False
PWY-7097	0	False
P162-PWY	0	False
PWY-6957	0	False
KDO-NAGLIPASYN-PWY	0	False
PWY-7084	0	False
PWY-1541	0	False
GLYCOL-GLYOXDEG-PWY	0	False
PWY-1361	0	False
P341-PWY	0	False
PWY-7398	0	False
PWY-6915	0	False
PWY-5177	0	False
LIPASYN-PWY	0	False
PWY-6338	0	False
METHGLYUT-PWY	0	False
PWY-7295	0	False
PWY-6339	0	False
FUC-RHAMCAT-PWY	0	False
METHANOGENESIS-PWY	0	False
PWY-5677	0	False
PWY-722	0	False
GALLATE-DEGRADATION-II-PWY	0	False
PWY-7456	0	False
PWY-7209	0	False
PWY-5529	0	False
PWY-5507	0	False
PWY-5499	0	False
CHLOROPHYLL-SYN	0	False
PWY-5273	0	False
PWY0-845	0	False
PWY-5266	0	False
PWY-7401	0	False
PWY-6919	0	False
PWY-5183	0	False
PWY-6174	0	False
