	W	Reject null hypothesis
TCA-GLYOX-BYPASS	6	False
RHAMCAT-PWY	6	False
BIOTIN-BIOSYNTHESIS-PWY	6	False
PWY-6641	6	False
PWY0-1415	6	False
PWYG-321	6	False
PWY0-42	6	False
PWY0-1533	6	False
PWY0-1479	6	False
PWY0-1298	6	False
PWY0-1277	6	False
GLUCOSE1PMETAB-PWY	6	False
ENTBACSYN-PWY	6	False
PWY-7664	6	False
LEU-DEG2-PWY	6	False
GLCMANNANAUT-PWY	6	False
PWY-7431	6	False
FERMENTATION-PWY	6	False
PWY-7376	6	False
PWY-6628	6	False
PWY-6630	6	False
PWY-5182	6	False
PWY-6505	6	False
PWY-6339	6	False
PWY-5415	6	False
PWY-6470	6	False
PWY-5384	6	False
PWY-621	6	False
PWY-5863	6	False
PWY-5837	6	False
PWY-5920	6	False
PWY-5181	6	False
PWY-5180	6	False
PWY-5747	6	False
PWY-5430	6	False
PWY-6507	6	False
PWY-6519	6	False
PWY-6545	6	False
P441-PWY	6	False
PWY-1622	6	False
PWY-181	6	False
PWY-6151	6	False
P161-PWY	6	False
PWY-6467	6	False
METHYLGALLATE-DEGRADATION-PWY	5	False
P562-PWY	5	False
KETOGLUCONMET-PWY	5	False
PWY-7527	5	False
PWY-6210	5	False
PWY-6185	5	False
PWY-6397	5	False
PWY-6182	5	False
PWY-7237	5	False
PWY-5941	5	False
PWY-7373	5	False
PWY-5655	5	False
PWY-7090	5	False
PWY-7098	5	False
HEXITOLDEGSUPER-PWY	5	False
PWY-6590	5	False
PWY-1501	5	False
PWY-6562	5	False
PWY-5178	5	False
PWY-6895	5	False
P101-PWY	5	False
PWY-5647	5	False
PWY-6404	5	False
P125-PWY	5	False
PWY0-41	4	False
PWY-5431	4	False
PWY-1861	4	False
PWY-5028	4	False
P461-PWY	4	False
PWY-922	4	False
CENTFERM-PWY	4	False
RUMP-PWY	4	False
PWY-5417	4	False
PWY-7402	4	False
PWY-5656	4	False
CATECHOL-ORTHO-CLEAVAGE-PWY	4	False
CENTBENZCOA-PWY	4	False
P241-PWY	4	False
PWY-5910	4	False
PWY-2941	4	False
PWY-6891	4	False
PWY-7046	4	False
PWY-7097	4	False
PWY-6749	4	False
PWY-6690	4	False
HCAMHPDEG-PWY	4	False
PWY-6948	4	False
PWY-6338	4	False
AEROBACTINSYN-PWY	3	False
PWY-7013	3	False
PWY-5531	3	False
PWY-5651	3	False
PWY-7159	3	False
NAD-BIOSYNTHESIS-II	3	False
AST-PWY	3	False
PWY-4361	3	False
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	3	False
NADSYN-PWY	3	False
PWY-7385	3	False
PWY-7401	3	False
PWY-6471	3	False
P184-PWY	3	False
PWY-1882	3	False
GALLATE-DEGRADATION-II-PWY	3	False
PWY-722	2	False
PWY-7210	2	False
PWY-6174	2	False
PWY-5183	2	False
METH-ACETATE-PWY	2	False
PWY-7198	2	False
PWY-7398	2	False
PWY-6957	2	False
PWY-6572	2	False
PWY-7644	2	False
PWY-5499	2	False
P164-PWY	2	False
PWY-7003	1	False
PWY5F9-12	1	False
GOLPDLCAT-PWY	1	False
PWY-7084	1	False
PWY-7377	1	False
PWY-5677	1	False
FUCCAT-PWY	1	False
SUCSYN-PWY	1	False
CRNFORCAT-PWY	1	False
METHANOGENESIS-PWY	1	False
PWY-7347	1	False
PWY-1361	0	False
KDO-NAGLIPASYN-PWY	0	False
PWY-5088	0	False
PWY-5005	0	False
PWY-3801	0	False
PWY-6654	0	False
PWY-6915	0	False
PWY-5198	0	False
PWY-7295	0	False
PYRIDOXSYN-PWY	0	False
GLYCOL-GLYOXDEG-PWY	0	False
FUC-RHAMCAT-PWY	0	False
PWY-6167	0	False
LIPASYN-PWY	0	False
PWY-7391	0	False
PWY-7456	0	False
PWY-7209	0	False
P341-PWY	0	False
PWY-6349	0	False
PWY-6350	0	False
PWY-5265	0	False
METHGLYUT-PWY	0	False
PWY0-1338	0	False
PWY-5529	0	False
CHLOROPHYLL-SYN	0	False
PWY0-845	0	False
PWY-6919	0	False
PWY-5273	0	False
PWY-5266	0	False
PWY-5507	0	False
