	W	Reject null hypothesis
PWY-5509	8	False
HEXITOLDEGSUPER-PWY	8	False
PWY-5178	8	False
PWY0-1479	8	False
METHGLYUT-PWY	8	False
POLYAMSYN-PWY	8	False
PWY-1501	8	False
PWY-5741	8	False
GALACTARDEG-PWY	8	False
GLUCOSE1PMETAB-PWY	8	False
PWY0-1277	8	False
PWY-7084	7	False
P281-PWY	7	False
PWY0-1061	7	False
PWY-5655	7	False
PWY-5705	7	False
PWY-3941	7	False
PWY-6210	7	False
PWY-7328	7	False
P221-PWY	7	False
PPGPPMET-PWY	7	False
PWY-5647	7	False
PWY-7373	7	False
PWY-5181	7	False
PWY-6505	7	False
PWY-922	6	False
PWY0-41	6	False
PWY0-42	6	False
PWY-6992	6	False
DENITRIFICATION-PWY	6	False
RUMP-PWY	6	False
PWY-6948	6	False
PWY-5028	6	False
P125-PWY	6	False
PWY-1861	6	False
PWY-5971	6	False
P562-PWY	6	False
PWY-6397	6	False
PWY-621	6	False
PWY-6628	6	False
PWY-6630	6	False
PWY-5910	6	False
PWY-6107	6	False
PWY-7374	5	False
P101-PWY	5	False
NADSYN-PWY	5	False
PWY-5941	5	False
CATECHOL-ORTHO-CLEAVAGE-PWY	5	False
PWY-6470	5	False
HCAMHPDEG-PWY	5	False
PWY-6404	5	False
KETOGLUCONMET-PWY	5	False
PWY-6641	5	False
PWY-6690	5	False
PWY-6519	5	False
P461-PWY	5	False
PWY-6590	5	False
PWY-5656	5	False
PWY-5431	5	False
PWY-5747	5	False
PWY-7097	5	False
VALDEG-PWY	5	False
PWY-5417	5	False
PWY-6182	5	False
TYRFUMCAT-PWY	5	False
PWY-6185	5	False
PWY-7090	5	False
PWY-6338	5	False
CODH-PWY	5	False
PWY-7098	5	False
P621-PWY	5	False
PWY-7527	4	False
P261-PWY	4	False
PWY-6471	4	False
PWY-5651	4	False
PWY-7347	4	False
PWY-6891	4	False
PWY-6562	4	False
PWY-6728	4	False
PWY-2941	4	False
PWY-7003	4	False
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4	False
ENTBACSYN-PWY	4	False
CENTFERM-PWY	4	False
PWY-4361	4	False
GOLPDLCAT-PWY	3	False
GALLATE-DEGRADATION-II-PWY	3	False
PWY-7398	3	False
PWY-7315	3	False
CENTBENZCOA-PWY	3	False
PWY-6572	3	False
PWY-3661	3	False
NAD-BIOSYNTHESIS-II	3	False
METHYLGALLATE-DEGRADATION-PWY	2	False
PWY-7013	2	False
P164-PWY	2	False
PWY-6731	2	False
AEROBACTINSYN-PWY	2	False
PWY-6339	2	False
AST-PWY	2	False
GALLATE-DEGRADATION-I-PWY	2	False
PWY-7159	2	False
PWY-5499	2	False
P241-PWY	2	False
PWY-7644	2	False
SUCSYN-PWY	2	False
METH-ACETATE-PWY	2	False
PWY-5531	2	False
PWY-7295	2	False
PWY0-845	2	False
PWY-7402	2	False
PYRIDOXSYN-PWY	2	False
P184-PWY	2	False
PWY-1882	1	False
PWY5F9-12	1	False
PWY-2221	1	False
PWY-5005	1	False
PWY-5507	1	False
CHLOROPHYLL-SYN	1	False
PWY-5177	1	False
PWY-5183	1	False
PWY-6919	1	False
FUCCAT-PWY	1	False
PWY-5198	1	False
P341-PWY	1	False
PWY-7198	1	False
PWY-7209	1	False
PWY-7210	1	False
PWY-722	1	False
PWY-6654	1	False
METHANOGENESIS-PWY	1	False
LIPASYN-PWY	1	False
PWY-7377	1	False
PWY-7385	1	False
KDO-NAGLIPASYN-PWY	1	False
PWY-7401	1	False
PWY-6957	1	False
PWY-6915	1	False
PWY-6944	1	False
PWY-6350	1	False
GLYCOL-GLYOXDEG-PWY	1	False
PWY-6349	1	False
PWY0-1338	1	False
PWY-5677	1	False
PWY-6167	1	False
PWY-1361	1	False
P162-PWY	1	False
PWY-5266	0	False
PWY-5088	0	False
PWY-3801	0	False
FUC-RHAMCAT-PWY	0	False
PWY-7391	0	False
PWY-5273	0	False
PWY-5529	0	False
PWY-6174	0	False
PWY-7456	0	False
